Orden_ID,Fecha,Cliente,Sector_Cliente,Tipo_Equipo,Componente,Tipo_Servicio,Tecnico_Responsable,Tiempo_Reparacion_Horas,Costo_Repuestos_PEN,Costo_Mano_Obra_PEN,Costo_Total_PEN,Estado,Reincidencia
OT-2024538,2024-07-10,Consorcio Vial Sur,Construcción,Retroexcavadora,Acumulador de Freno,Mantenimiento Hidráulico,Miguel Choque,7.1,7588.94,285.0,7873.94,Pendiente,No
OT-2024311,2024-07-13,Transportes Rodríguez,Transporte,Grúa,Motor Eléctrico,Soldadura,Luis Flores,4.0,3334.72,155.37,3490.09,En proceso,No
OT-2024525,2024-07-14,Buenaventura,Minería,Cargador Frontal,Rueda,Sistema Eléctrico,Miguel Choque,1.9,4789.25,76.6,4865.85,Pendiente,No
OT-2024422,2024-07-14,Minera Chapi,Minería,Tractor,Cucharón,Mantenimiento Hidráulico,Ana Torres,6.4,2981.26,369.88,3351.14,Pendiente,Sí
OT-2024236,2024-07-16,Transportes Rodríguez,Industria,Grúa,Rueda,Cromado Duro,Pedro Vilca,4.0,5336.12,207.96,5544.08,Completado,Sí
OT-2024240,2024-07-19,Buenaventura,Construcción,Tractor,Cilindro Hidráulico,Mantenimiento Hidráulico,Luis Flores,4.7,7632.6,278.13,7910.73,Completado,No
OT-2024118,2024-07-19,Southern Perú,Construcción,Excavadora,Bastidor,Sistema Eléctrico,Carlos Mamani,5.1,2338.45,188.63,2527.08,Completado,No
OT-2024078,2024-07-20,Consorcio Vial Sur,Energía,Perforadora,Acumulador de Freno,Cromado Duro,Pedro Vilca,4.8,1919.15,263.38,2182.53,Completado,No
OT-2024229,2024-07-21,Transportes Rodríguez,Minería,Volquete,Alternador,Mantenimiento Hidráulico,José Quispe,6.9,1914.48,264.19,2178.67,Pendiente,No
OT-2024470,2024-07-22,Yura S.A.,Industria,Excavadora,Motor Eléctrico,Mantenimiento Hidráulico,José Quispe,10.2,5751.87,586.08,6337.95,Pendiente,No
OT-2024064,2024-07-24,Aceros Arequipa,Minería,Grúa,Cucharón,Mantenimiento Hidráulico,Pedro Vilca,1.0,5501.25,40.46,5541.71,Completado,No
OT-2024137,2024-07-25,Southern Perú,Energía,Cargador Frontal,Bastidor,Soldadura,Ana Torres,1.9,7554.08,104.92,7659.0,En proceso,Sí
OT-2024279,2024-07-26,Buenaventura,Industria,Cargador Frontal,Cucharón,Mantenimiento Hidráulico,Luis Flores,14.5,1444.04,565.67,2009.71,Pendiente,Sí
OT-2024010,2024-08-02,Cementos Yura,Minería,Volquete,Acumulador de Freno,Cromado Duro,Pedro Vilca,19.6,9839.92,1102.33,10942.25,Completado,No
OT-2024594,2024-08-02,Transportes Rodríguez,Minería,Excavadora,Rueda,Soldadura,Luis Flores,8.8,6723.07,355.4,7078.47,Completado,No
OT-2024091,2024-08-04,Southern Perú,Energía,Perforadora,Motor Eléctrico,Mantenimiento Hidráulico,Ana Torres,7.6,3463.52,304.68,3768.2,En proceso,No
OT-2024551,2024-08-04,Buenaventura,Energía,Tractor,Cilindro Hidráulico,Cromado Duro,Miguel Choque,6.7,5071.77,371.19,5442.96,Completado,No
OT-2024133,2024-08-05,Transportes Rodríguez,Industria,Perforadora,Rueda,Mantenimiento Hidráulico,Pedro Vilca,12.8,4298.94,602.12,4901.06,Completado,No
OT-2024471,2024-08-05,Constructora Andina,Minería,Tractor,Suspensión,Soldadura,Miguel Choque,2.9,5062.36,145.18,5207.54,Completado,No
OT-2024342,2024-08-07,Transportes Rodríguez,Minería,Excavadora,Arrancador,Mantenimiento Hidráulico,José Quispe,11.3,970.15,416.87,1387.02,Completado,No
OT-2024465,2024-08-07,Consorcio Vial Sur,Construcción,Volquete,Rueda,Sistema Eléctrico,Miguel Choque,4.8,4881.96,255.75,5137.71,Pendiente,No
OT-2024214,2024-08-07,Constructora Andina,Minería,Tractor,Rueda,Mantenimiento Hidráulico,Luis Flores,13.8,5715.27,500.33,6215.6,Completado,Sí
OT-2024484,2024-08-10,Cementos Yura,Minería,Cargador Frontal,Suspensión,Mantenimiento Hidráulico,Carlos Mamani,10.5,3518.94,515.92,4034.86,En proceso,Sí
OT-2024590,2024-08-10,Minera Chapi,Construcción,Tractor,Suspensión,Mantenimiento Hidráulico,José Quispe,2.5,1381.0,137.4,1518.4,En proceso,No
OT-2024174,2024-08-12,Consorcio Vial Sur,Industria,Volquete,Rueda,Mantenimiento Hidráulico,José Quispe,10.2,6642.63,382.66,7025.29,Completado,No
OT-2024188,2024-08-12,Transportes Rodríguez,Energía,Excavadora,Bastidor,Mantenimiento Hidráulico,Luis Flores,2.4,4964.08,100.84,5064.92,En proceso,No
OT-2024216,2024-08-12,Transportes Rodríguez,Minería,Cargador Frontal,Rueda,Sistema Eléctrico,Miguel Choque,5.2,6962.08,241.01,7203.09,En proceso,No
OT-2024328,2024-08-13,Cerro Verde,Minería,Retroexcavadora,Suspensión,Sistema Eléctrico,Carlos Mamani,7.8,7494.34,346.28,7840.62,Completado,No
OT-2024293,2024-08-14,Minera Chapi,Construcción,Volquete,Acumulador de Freno,Soldadura,Luis Flores,8.0,746.03,425.85,1171.88,Completado,No
OT-2024322,2024-08-17,Cementos Yura,Construcción,Grúa,Estructura Metálica,Sistema Eléctrico,Miguel Choque,3.5,7621.27,137.86,7759.13,En proceso,No
OT-2024148,2024-08-18,Minera Chapi,Transporte,Cargador Frontal,Alternador,Mantenimiento Hidráulico,Ana Torres,13.2,1791.48,645.18,2436.66,Completado,No
OT-2024172,2024-08-18,Aceros Arequipa,Industria,Tractor,Alternador,Soldadura,Miguel Choque,8.0,5810.96,458.05,6269.01,Completado,Sí
OT-2024114,2024-08-18,Constructora Andina,Energía,Excavadora,Motor Eléctrico,Sistema Eléctrico,Luis Flores,2.6,4965.65,117.72,5083.37,Pendiente,No
OT-2024564,2024-08-20,Southern Perú,Industria,Cargador Frontal,Acumulador de Freno,Soldadura,Luis Flores,4.8,4257.81,172.45,4430.26,En proceso,No
OT-2024276,2024-08-20,Aceros Arequipa,Construcción,Cargador Frontal,Arrancador,Soldadura,Luis Flores,3.0,7183.7,154.98,7338.68,En proceso,No
OT-2024196,2024-08-20,Cerro Verde,Construcción,Volquete,Alternador,Mantenimiento Hidráulico,Luis Flores,6.8,805.39,330.23,1135.62,Completado,No
OT-2024189,2024-08-21,Buenaventura,Minería,Grúa,Alternador,Mantenimiento Hidráulico,Carlos Mamani,7.7,2843.11,424.0,3267.11,Pendiente,No
OT-2024595,2024-08-22,Cerro Verde,Industria,Cargador Frontal,Cilindro Hidráulico,Mantenimiento Hidráulico,José Quispe,12.5,6935.74,544.05,7479.79,Completado,No
OT-2024451,2024-08-24,Yura S.A.,Transporte,Perforadora,Rueda,Soldadura,Carlos Mamani,6.0,5037.88,281.66,5319.54,Completado,No
OT-2024143,2024-08-28,Transportes Rodríguez,Minería,Tractor,Suspensión,Mantenimiento Hidráulico,Miguel Choque,3.7,3570.2,170.14,3740.34,Completado,No
OT-2024054,2024-08-29,Cerro Verde,Transporte,Cargador Frontal,Suspensión,Soldadura,Carlos Mamani,5.7,1463.71,319.42,1783.13,Completado,No
OT-2024156,2024-08-30,Yura S.A.,Industria,Cargador Frontal,Mando Final,Cromado Duro,Pedro Vilca,14.6,6200.11,725.06,6925.17,Completado,No
OT-2024042,2024-08-31,Yura S.A.,Minería,Grúa,Mando Final,Sistema Eléctrico,José Quispe,3.1,5074.81,137.77,5212.58,Completado,No
OT-2024379,2024-09-02,Aceros Arequipa,Construcción,Excavadora,Bastidor,Soldadura,Carlos Mamani,8.4,6535.61,374.65,6910.26,En proceso,No
OT-2024227,2024-09-03,Cerro Verde,Minería,Tractor,Motor Eléctrico,Mantenimiento Hidráulico,Luis Flores,15.9,5566.75,652.65,6219.4,Completado,No
OT-2024457,2024-09-03,Southern Perú,Minería,Tractor,Suspensión,Mantenimiento Hidráulico,Ana Torres,12.3,3661.42,517.33,4178.75,Completado,No
OT-2024084,2024-09-08,Southern Perú,Minería,Grúa,Estructura Metálica,Soldadura,Pedro Vilca,5.9,509.03,277.37,786.4,En proceso,No
OT-2024360,2024-09-09,Cerro Verde,Minería,Volquete,Arrancador,Sistema Eléctrico,Pedro Vilca,3.8,4789.15,170.78,4959.93,En proceso,No
OT-2024030,2024-09-09,Constructora Andina,Construcción,Grúa,Mando Final,Sistema Eléctrico,Ana Torres,4.6,2998.88,261.88,3260.76,Completado,No
OT-2024515,2024-09-09,Consorcio Vial Sur,Minería,Tractor,Arrancador,Mantenimiento Hidráulico,Luis Flores,6.1,2012.75,310.43,2323.18,Completado,No
OT-2024478,2024-09-10,Buenaventura,Transporte,Retroexcavadora,Mando Final,Cromado Duro,José Quispe,12.9,5498.6,543.28,6041.88,Completado,No
OT-2024292,2024-09-10,Transportes Rodríguez,Construcción,Retroexcavadora,Arrancador,Sistema Eléctrico,José Quispe,4.3,7857.32,198.93,8056.25,Pendiente,No
OT-2024270,2024-09-10,Cementos Yura,Energía,Cargador Frontal,Estructura Metálica,Soldadura,Pedro Vilca,6.6,4427.52,386.04,4813.56,Completado,No
OT-2024362,2024-09-12,Consorcio Vial Sur,Construcción,Retroexcavadora,Mando Final,Mantenimiento Hidráulico,Miguel Choque,2.2,2382.02,95.26,2477.28,En proceso,No
OT-2024492,2024-09-14,Consorcio Vial Sur,Energía,Excavadora,Estructura Metálica,Mantenimiento Hidráulico,José Quispe,15.1,3659.79,882.93,4542.72,Completado,No
OT-2024180,2024-09-15,Constructora Andina,Transporte,Retroexcavadora,Acumulador de Freno,Sistema Eléctrico,Carlos Mamani,2.1,6669.28,88.28,6757.56,Completado,No
OT-2024263,2024-09-19,Consorcio Vial Sur,Transporte,Perforadora,Cucharón,Mantenimiento Hidráulico,Pedro Vilca,12.5,1802.13,556.7,2358.83,Completado,No
OT-2024416,2024-09-20,Southern Perú,Energía,Volquete,Rueda,Sistema Eléctrico,Carlos Mamani,2.2,2178.18,112.31,2290.49,Completado,No
OT-2024566,2024-09-21,Minera Chapi,Minería,Excavadora,Arrancador,Mantenimiento Hidráulico,Luis Flores,17.6,5232.17,623.47,5855.64,Completado,No
OT-2024504,2024-09-24,Aceros Arequipa,Construcción,Excavadora,Mando Final,Cromado Duro,Miguel Choque,12.0,6376.91,488.18,6865.09,Completado,No
OT-2024202,2024-09-24,Yura S.A.,Minería,Retroexcavadora,Mando Final,Cromado Duro,José Quispe,25.2,1966.94,1037.55,3004.49,Completado,No
OT-2024426,2024-09-25,Yura S.A.,Minería,Tractor,Acumulador de Freno,Soldadura,Luis Flores,4.5,6346.17,259.12,6605.29,Completado,No
OT-2024079,2024-09-26,Aceros Arequipa,Industria,Retroexcavadora,Arrancador,Mantenimiento Hidráulico,Miguel Choque,1.0,7616.74,38.78,7655.52,Completado,No
OT-2024002,2024-09-27,Yura S.A.,Minería,Cargador Frontal,Motor Eléctrico,Mantenimiento Hidráulico,Miguel Choque,9.2,3508.93,530.46,4039.39,En proceso,No
OT-2024080,2024-09-27,Southern Perú,Transporte,Tractor,Rueda,Mantenimiento Hidráulico,Miguel Choque,7.8,7173.97,317.84,7491.81,Completado,No
OT-2024452,2024-09-28,Consorcio Vial Sur,Transporte,Perforadora,Motor Eléctrico,Soldadura,José Quispe,6.8,5633.18,395.09,6028.27,Completado,No
OT-2024552,2024-09-29,Constructora Andina,Energía,Perforadora,Alternador,Mantenimiento Hidráulico,Luis Flores,6.8,5221.01,285.11,5506.12,En proceso,No
OT-2024049,2024-09-30,Cementos Yura,Construcción,Retroexcavadora,Alternador,Sistema Eléctrico,Carlos Mamani,1.0,6438.87,45.63,6484.5,Completado,Sí
OT-2024307,2024-10-03,Cerro Verde,Transporte,Excavadora,Motor Eléctrico,Mantenimiento Hidráulico,Miguel Choque,5.6,4315.88,225.63,4541.51,Completado,No
OT-2024329,2024-10-03,Minera Chapi,Transporte,Grúa,Cilindro Hidráulico,Soldadura,Carlos Mamani,5.3,7302.72,253.06,7555.78,En proceso,No
OT-2024534,2024-10-03,Consorcio Vial Sur,Transporte,Excavadora,Arrancador,Mantenimiento Hidráulico,Carlos Mamani,12.3,5448.09,583.4,6031.49,Pendiente,No
OT-2024025,2024-10-03,Aceros Arequipa,Minería,Grúa,Acumulador de Freno,Sistema Eléctrico,Luis Flores,3.9,5803.97,188.67,5992.64,En proceso,No
OT-2024550,2024-10-05,Constructora Andina,Minería,Excavadora,Rueda,Sistema Eléctrico,Ana Torres,2.4,3968.45,87.79,4056.24,Completado,No
OT-2024350,2024-10-06,Consorcio Vial Sur,Construcción,Tractor,Acumulador de Freno,Mantenimiento Hidráulico,Ana Torres,3.7,5471.42,190.38,5661.8,Completado,Sí
OT-2024234,2024-10-06,Southern Perú,Industria,Grúa,Bastidor,Mantenimiento Hidráulico,Pedro Vilca,10.0,3227.69,518.53,3746.22,En proceso,No
OT-2024177,2024-10-09,Southern Perú,Energía,Volquete,Rueda,Sistema Eléctrico,Luis Flores,5.0,3384.79,269.91,3654.7,Completado,No
OT-2024326,2024-10-09,Southern Perú,Construcción,Retroexcavadora,Cilindro Hidráulico,Mantenimiento Hidráulico,José Quispe,9.2,5093.17,494.56,5587.73,Completado,No
OT-2024331,2024-10-10,Buenaventura,Transporte,Retroexcavadora,Bastidor,Mantenimiento Hidráulico,Pedro Vilca,10.8,6056.0,411.88,6467.88,Completado,No
OT-2024510,2024-10-11,Minera Chapi,Construcción,Cargador Frontal,Estructura Metálica,Soldadura,José Quispe,5.7,2084.49,296.58,2381.07,Pendiente,No
OT-2024464,2024-10-11,Minera Chapi,Construcción,Tractor,Rueda,Soldadura,Miguel Choque,1.0,619.5,35.55,655.05,En proceso,No
OT-2024371,2024-10-14,Constructora Andina,Transporte,Cargador Frontal,Suspensión,Sistema Eléctrico,Pedro Vilca,5.8,1964.92,303.39,2268.31,Pendiente,No
OT-2024111,2024-10-15,Yura S.A.,Construcción,Cargador Frontal,Acumulador de Freno,Mantenimiento Hidráulico,Pedro Vilca,7.4,5015.34,355.77,5371.11,Completado,No
OT-2024477,2024-10-15,Cerro Verde,Minería,Retroexcavadora,Suspensión,Mantenimiento Hidráulico,José Quispe,8.8,5010.36,497.38,5507.74,En proceso,No
OT-2024233,2024-10-20,Cementos Yura,Transporte,Cargador Frontal,Arrancador,Sistema Eléctrico,Ana Torres,3.9,1798.85,207.25,2006.1,Completado,No
OT-2024086,2024-10-22,Constructora Andina,Transporte,Volquete,Arrancador,Mantenimiento Hidráulico,Pedro Vilca,10.5,6607.24,378.31,6985.55,Completado,No
OT-2024261,2024-10-24,Constructora Andina,Minería,Excavadora,Suspensión,Sistema Eléctrico,Luis Flores,4.5,7858.86,228.15,8087.01,Pendiente,No
OT-2024353,2024-10-28,Consorcio Vial Sur,Energía,Grúa,Motor Eléctrico,Soldadura,José Quispe,8.6,262.86,503.78,766.64,Completado,No
OT-2024514,2024-10-28,Consorcio Vial Sur,Transporte,Retroexcavadora,Arrancador,Mantenimiento Hidráulico,Pedro Vilca,7.2,2281.0,343.07,2624.07,Completado,No
OT-2024269,2024-10-30,Transportes Rodríguez,Transporte,Grúa,Alternador,Cromado Duro,Ana Torres,19.7,7728.47,1124.37,8852.84,En proceso,No
OT-2024410,2024-10-31,Yura S.A.,Construcción,Grúa,Bastidor,Mantenimiento Hidráulico,Miguel Choque,13.1,3341.37,628.67,3970.04,Pendiente,No
OT-2024019,2024-11-04,Constructora Andina,Minería,Volquete,Cucharón,Sistema Eléctrico,Pedro Vilca,4.1,4343.87,217.35,4561.22,Completado,Sí
OT-2024407,2024-11-09,Cerro Verde,Transporte,Perforadora,Arrancador,Soldadura,Luis Flores,6.3,1076.44,272.79,1349.23,Completado,No
OT-2024028,2024-11-09,Cerro Verde,Minería,Volquete,Alternador,Mantenimiento Hidráulico,José Quispe,17.6,6395.46,662.95,7058.41,En proceso,No
OT-2024052,2024-11-11,Southern Perú,Minería,Tractor,Mando Final,Cromado Duro,José Quispe,2.8,5521.83,101.29,5623.12,Pendiente,No
OT-2024186,2024-11-13,Transportes Rodríguez,Minería,Cargador Frontal,Arrancador,Sistema Eléctrico,Carlos Mamani,4.2,1012.95,187.37,1200.32,Completado,No
OT-2024391,2024-11-16,Buenaventura,Minería,Perforadora,Rueda,Mantenimiento Hidráulico,Carlos Mamani,8.5,1468.75,453.55,1922.3,Pendiente,No
OT-2024368,2024-11-18,Constructora Andina,Energía,Perforadora,Suspensión,Soldadura,Miguel Choque,6.8,6834.48,272.26,7106.74,Completado,No
OT-2024363,2024-11-18,Consorcio Vial Sur,Construcción,Excavadora,Estructura Metálica,Mantenimiento Hidráulico,Miguel Choque,11.4,4661.57,628.55,5290.12,Completado,No
OT-2024488,2024-11-20,Minera Chapi,Minería,Grúa,Acumulador de Freno,Sistema Eléctrico,Ana Torres,6.1,1609.13,358.02,1967.15,Completado,No
OT-2024243,2024-11-21,Cerro Verde,Industria,Excavadora,Cucharón,Mantenimiento Hidráulico,Carlos Mamani,10.4,7230.79,403.99,7634.78,Completado,No
OT-2024011,2024-11-26,Buenaventura,Construcción,Grúa,Estructura Metálica,Soldadura,Luis Flores,5.8,5021.4,254.93,5276.33,Completado,No
OT-2024167,2024-11-26,Consorcio Vial Sur,Energía,Perforadora,Acumulador de Freno,Mantenimiento Hidráulico,Carlos Mamani,7.0,3818.66,404.11,4222.77,Completado,No
OT-2024491,2024-12-01,Constructora Andina,Minería,Volquete,Rueda,Soldadura,Carlos Mamani,3.4,2200.02,198.39,2398.41,En proceso,No
OT-2024299,2024-12-03,Southern Perú,Construcción,Tractor,Suspensión,Mantenimiento Hidráulico,José Quispe,10.6,5600.4,440.98,6041.38,Pendiente,No
OT-2024089,2024-12-03,Minera Chapi,Construcción,Retroexcavadora,Bastidor,Mantenimiento Hidráulico,Ana Torres,15.9,1444.45,903.03,2347.48,Pendiente,No
OT-2024256,2024-12-03,Consorcio Vial Sur,Industria,Volquete,Cilindro Hidráulico,Mantenimiento Hidráulico,Carlos Mamani,7.2,604.78,277.59,882.37,En proceso,No
OT-2024166,2024-12-05,Cementos Yura,Construcción,Tractor,Motor Eléctrico,Soldadura,Carlos Mamani,5.8,7060.74,329.23,7389.97,Completado,No
OT-2024057,2024-12-05,Transportes Rodríguez,Industria,Cargador Frontal,Alternador,Sistema Eléctrico,Miguel Choque,1.0,6491.18,51.47,6542.65,Completado,No
OT-2024474,2024-12-06,Transportes Rodríguez,Transporte,Grúa,Cucharón,Mantenimiento Hidráulico,Carlos Mamani,5.6,2731.95,290.19,3022.14,Completado,No
OT-2024409,2024-12-07,Consorcio Vial Sur,Energía,Excavadora,Suspensión,Sistema Eléctrico,José Quispe,4.1,3476.09,202.78,3678.87,Completado,No
OT-2024556,2024-12-07,Cerro Verde,Industria,Grúa,Rueda,Mantenimiento Hidráulico,Pedro Vilca,9.0,4157.64,414.34,4571.98,Completado,No
OT-2024100,2024-12-09,Constructora Andina,Transporte,Grúa,Rueda,Cromado Duro,Carlos Mamani,12.4,681.55,479.99,1161.54,Completado,No
OT-2024020,2024-12-09,Aceros Arequipa,Minería,Perforadora,Alternador,Soldadura,Carlos Mamani,4.7,4354.41,192.99,4547.4,Completado,No
OT-2024055,2024-12-11,Cementos Yura,Minería,Volquete,Rueda,Mantenimiento Hidráulico,Ana Torres,1.1,3419.79,57.89,3477.68,En proceso,No
OT-2024248,2024-12-11,Cementos Yura,Construcción,Cargador Frontal,Mando Final,Soldadura,Ana Torres,6.0,1651.86,259.73,1911.59,Completado,No
OT-2024436,2024-12-11,Aceros Arequipa,Transporte,Grúa,Estructura Metálica,Sistema Eléctrico,Carlos Mamani,2.0,3772.62,82.83,3855.45,Completado,No
OT-2024265,2024-12-11,Southern Perú,Construcción,Volquete,Mando Final,Soldadura,José Quispe,4.6,5955.5,242.02,6197.52,Completado,No
OT-2024170,2024-12-13,Transportes Rodríguez,Industria,Volquete,Alternador,Soldadura,Miguel Choque,4.8,5914.55,266.45,6181.0,Completado,No
OT-2024351,2024-12-14,Constructora Andina,Industria,Perforadora,Alternador,Mantenimiento Hidráulico,Ana Torres,1.0,7058.78,48.93,7107.71,Completado,No
OT-2024245,2024-12-14,Consorcio Vial Sur,Minería,Cargador Frontal,Arrancador,Soldadura,Luis Flores,5.4,6808.72,310.8,7119.52,Completado,No
OT-2024423,2024-12-15,Cerro Verde,Minería,Perforadora,Cilindro Hidráulico,Mantenimiento Hidráulico,Ana Torres,2.5,6298.75,135.37,6434.12,Completado,No
OT-2024398,2024-12-19,Transportes Rodríguez,Construcción,Perforadora,Alternador,Sistema Eléctrico,Ana Torres,1.0,6438.31,48.87,6487.18,Completado,No
OT-2024479,2024-12-22,Constructora Andina,Minería,Retroexcavadora,Motor Eléctrico,Mantenimiento Hidráulico,Pedro Vilca,12.2,2680.71,709.02,3389.73,Pendiente,Sí
OT-2024181,2024-12-24,Yura S.A.,Minería,Grúa,Alternador,Mantenimiento Hidráulico,Miguel Choque,12.3,3856.39,523.14,4379.53,Completado,No
OT-2024323,2024-12-30,Transportes Rodríguez,Energía,Retroexcavadora,Mando Final,Soldadura,Miguel Choque,4.3,3102.95,221.63,3324.58,Completado,No
OT-2024059,2025-01-01,Cerro Verde,Construcción,Perforadora,Cilindro Hidráulico,Cromado Duro,Pedro Vilca,13.0,5068.53,735.16,5803.69,Completado,No
OT-2024572,2025-01-01,Yura S.A.,Minería,Cargador Frontal,Cucharón,Sistema Eléctrico,Ana Torres,3.1,3459.5,111.95,3571.45,Completado,No
OT-2024547,2025-01-03,Cerro Verde,Energía,Grúa,Suspensión,Mantenimiento Hidráulico,Ana Torres,1.6,5370.31,94.62,5464.93,Completado,No
OT-2024427,2025-01-04,Consorcio Vial Sur,Minería,Cargador Frontal,Cucharón,Soldadura,Pedro Vilca,5.1,7424.4,289.59,7713.99,Pendiente,No
OT-2024014,2025-01-07,Aceros Arequipa,Minería,Grúa,Arrancador,Sistema Eléctrico,Luis Flores,4.0,2214.31,185.91,2400.22,Completado,No
OT-2024346,2025-01-07,Constructora Andina,Energía,Grúa,Arrancador,Mantenimiento Hidráulico,Ana Torres,6.2,7320.56,304.68,7625.24,Completado,No
OT-2024192,2025-01-08,Consorcio Vial Sur,Construcción,Volquete,Bastidor,Soldadura,Miguel Choque,5.4,5555.4,204.46,5759.86,Completado,No
OT-2024318,2025-01-09,Constructora Andina,Transporte,Tractor,Cucharón,Sistema Eléctrico,Carlos Mamani,5.7,1416.65,267.69,1684.34,Completado,No
OT-2024531,2025-01-10,Southern Perú,Construcción,Excavadora,Arrancador,Mantenimiento Hidráulico,Ana Torres,6.7,582.24,330.44,912.68,Completado,No
OT-2024176,2025-01-11,Consorcio Vial Sur,Energía,Perforadora,Estructura Metálica,Soldadura,Ana Torres,4.0,6728.92,167.93,6896.85,Completado,No
OT-2024112,2025-01-13,Constructora Andina,Energía,Retroexcavadora,Motor Eléctrico,Mantenimiento Hidráulico,Miguel Choque,3.8,6903.44,208.98,7112.42,En proceso,No
OT-2024499,2025-01-14,Consorcio Vial Sur,Construcción,Excavadora,Suspensión,Soldadura,Ana Torres,2.8,7429.88,165.34,7595.22,Completado,No
OT-2024093,2025-01-14,Buenaventura,Industria,Tractor,Mando Final,Soldadura,Ana Torres,6.9,6385.06,354.49,6739.55,Completado,No
OT-2024569,2025-01-18,Transportes Rodríguez,Energía,Retroexcavadora,Acumulador de Freno,Soldadura,Ana Torres,9.0,768.61,456.04,1224.65,Completado,No
OT-2024175,2025-01-19,Yura S.A.,Minería,Retroexcavadora,Rueda,Soldadura,José Quispe,2.9,5043.24,127.05,5170.29,Completado,No
OT-2024217,2025-01-19,Minera Chapi,Transporte,Tractor,Cucharón,Mantenimiento Hidráulico,Pedro Vilca,4.6,2461.77,225.78,2687.55,Completado,No
OT-2024023,2025-01-20,Consorcio Vial Sur,Energía,Grúa,Bastidor,Mantenimiento Hidráulico,Carlos Mamani,15.9,993.9,617.26,1611.16,Completado,No
OT-2024204,2025-01-20,Transportes Rodríguez,Construcción,Cargador Frontal,Mando Final,Mantenimiento Hidráulico,Ana Torres,5.9,6302.63,314.85,6617.48,Pendiente,No
OT-2024376,2025-01-20,Minera Chapi,Minería,Grúa,Cilindro Hidráulico,Mantenimiento Hidráulico,Ana Torres,7.1,7409.44,306.33,7715.77,Pendiente,No
OT-2024205,2025-01-21,Aceros Arequipa,Construcción,Grúa,Estructura Metálica,Mantenimiento Hidráulico,Ana Torres,10.3,6849.95,543.55,7393.5,Completado,No
OT-2024050,2025-01-22,Cementos Yura,Minería,Excavadora,Suspensión,Soldadura,Carlos Mamani,7.8,6616.15,376.28,6992.43,Completado,No
OT-2024067,2025-01-22,Cerro Verde,Construcción,Excavadora,Bastidor,Cromado Duro,Luis Flores,9.3,10348.37,365.93,10714.3,Completado,No
OT-2024069,2025-01-24,Cerro Verde,Construcción,Perforadora,Estructura Metálica,Sistema Eléctrico,Luis Flores,1.0,476.29,43.23,519.52,Pendiente,No
OT-2024108,2025-01-26,Cerro Verde,Construcción,Retroexcavadora,Motor Eléctrico,Soldadura,Carlos Mamani,7.7,3815.25,342.61,4157.86,En proceso,No
OT-2024309,2025-01-26,Constructora Andina,Transporte,Grúa,Rueda,Soldadura,Carlos Mamani,4.1,6032.8,226.55,6259.35,Pendiente,No
OT-2024440,2025-01-27,Buenaventura,Energía,Cargador Frontal,Cucharón,Mantenimiento Hidráulico,Pedro Vilca,13.0,2861.71,599.36,3461.07,Completado,No
OT-2024378,2025-01-27,Constructora Andina,Energía,Tractor,Mando Final,Mantenimiento Hidráulico,Ana Torres,4.3,2184.95,151.89,2336.84,Completado,No
OT-2024136,2025-01-27,Buenaventura,Energía,Retroexcavadora,Cilindro Hidráulico,Sistema Eléctrico,Carlos Mamani,5.5,6523.35,276.94,6800.29,Completado,No
OT-2024536,2025-01-28,Cementos Yura,Construcción,Excavadora,Motor Eléctrico,Mantenimiento Hidráulico,Luis Flores,5.3,6079.02,219.07,6298.09,En proceso,No
OT-2024576,2025-01-30,Cementos Yura,Construcción,Volquete,Acumulador de Freno,Mantenimiento Hidráulico,Carlos Mamani,7.1,5444.42,306.85,5751.27,Completado,No
OT-2024562,2025-01-30,Yura S.A.,Minería,Perforadora,Rueda,Mantenimiento Hidráulico,Pedro Vilca,5.4,2027.74,191.65,2219.39,Completado,No
OT-2024557,2025-01-31,Minera Chapi,Minería,Cargador Frontal,Estructura Metálica,Sistema Eléctrico,Pedro Vilca,5.1,4772.64,241.28,5013.92,Completado,No
OT-2024511,2025-01-31,Cerro Verde,Construcción,Volquete,Mando Final,Sistema Eléctrico,Pedro Vilca,4.1,1845.57,229.77,2075.34,Completado,Sí
OT-2024306,2025-02-01,Cementos Yura,Minería,Volquete,Cucharón,Mantenimiento Hidráulico,Luis Flores,8.8,5917.43,456.75,6374.18,Completado,No
OT-2024589,2025-02-01,Consorcio Vial Sur,Construcción,Retroexcavadora,Cilindro Hidráulico,Sistema Eléctrico,Carlos Mamani,3.2,5517.93,183.1,5701.03,Completado,No
OT-2024135,2025-02-01,Aceros Arequipa,Energía,Perforadora,Suspensión,Mantenimiento Hidráulico,José Quispe,13.5,532.54,597.85,1130.39,En proceso,No
OT-2024393,2025-02-03,Minera Chapi,Construcción,Grúa,Estructura Metálica,Mantenimiento Hidráulico,Luis Flores,5.7,4992.32,274.12,5266.44,Completado,No
OT-2024312,2025-02-04,Minera Chapi,Construcción,Volquete,Bastidor,Mantenimiento Hidráulico,Luis Flores,4.8,4933.41,273.72,5207.13,Pendiente,No
OT-2024232,2025-02-04,Minera Chapi,Energía,Tractor,Rueda,Soldadura,Luis Flores,3.2,5438.81,158.58,5597.39,En proceso,No
OT-2024074,2025-02-05,Constructora Andina,Energía,Grúa,Mando Final,Soldadura,Pedro Vilca,5.5,5128.15,228.22,5356.37,Completado,No
